Brand,Model Name,Model Image,Technology,2G bands,3G bands,4G bands,Speed,Announced,Status,Dimensions,Weight,Build,SIM,Type,Size,Resolution,OS,Chipset,CPU,GPU,Card slot,Internal,,Triple,Features,Video,Single,Features_1,Video_1,Loudspeaker,3.5mm jack,WLAN,Bluetooth,GPS,NFC,Radio,USB,Sensors,Type_1,Charging,Colors,Price,Dual,Models,32GB 3GB RAM,_1,_1_1,SAR,Quad,64GB 4GB RAM,128GB 4GB RAM,128GB 6GB RAM,32GB 2GB RAM,Single_1,16GB 2GB RAM,Protection,GPRS,EDGE,8GB 1GB RAM,16GB 1GB RAM,Infrared port,Stand-by,Talk time,Music play,Phonebook,Call records,Messaging,Games,Java,Stand-by_1,Talk time_1,SAR EU,Display,Camera,Loudspeaker_1,Audio quality,Battery life,Keyboard,Browser,Alert types,Clock,Alarm,Languages
b'alcatel',b'alcatel 3T 8',b'https://fdn2.gsmarena.com/vv/bigpic/alcatel-3t-8.jpg',b'LTE',b'N/A',b'N/A',"b'2, 4, 5, 12, 66, 71'",b'LTE',"b'2018, October 08'","b'Available. Released 2018, October 08'",b'209.5 x 125 x 8.3 mm (8.25 x 4.92 x 0.33 in)',b'279 g (9.84 oz)',"b'Glass front, plastic back, plastic frame'",b'Micro-SIM',b'IPS LCD',"b'8.0 inches, 185.6 cm2 (~70.9% screen-to-body ratio)'","b'800 x 1280 pixels, 16:10 ratio (~189 ppi density)'",b'Android 8.1 (Oreo)',b'Mediatek MT8765',b'Quad-core 1.28 GHz',,b'microSDXC (dedicated slot)',"b'16GB 1GB RAM, 32GB 2GB RAM, 32GB 3GB RAM'",,,,b'1080p@30fps',"b'5 MP, f/2.4, (wide), 1/5.0"", 1.12\xc2\xb5m'",,b'720p@30fps',b'Yes',b'Yes',"b'Wi-Fi 802.11 a/b/g/n, Wi-Fi Direct, hotspot'","b'4.2, A2DP, LE'",b'No',b'No',b'FM radio',b'microUSB 2.0',b'Accelerometer',"b'Li-Po 4080 mAh, non-removable'",,"b'Black, Blue'",b'About 140 EUR',,b'9027Q',,,,,,,,,,"b'2 MP, f/2.8, (wide), 1/5.0"", 1.65\xc2\xb5m'",,,b'No',b'No',,,,,,,,,,,,,,,,,,,,,,,,,
b'alcatel',b'alcatel Smart Tab 7',b'https://fdn2.gsmarena.com/vv/bigpic/alcatel-smart-tab-7-2019.jpg',b'No cellular connectivity',b'N/A',b'N/A',b'N/A',b'No',"b'2019, September'","b'Available. Released 2019, Q4'",b'176 x 126 x 12 mm (6.93 x 4.96 x 0.47 in)',b'268 g (9.45 oz)',,b'No',b'TN TFT',"b'7.0 inches, 137.9 cm2 (~62.2% screen-to-body ratio)'","b'600 x 1024 pixels, 16:9 ratio (~170 ppi density)'",b'Android 9.0 (Pie)',b'Mediatek MT8167D',b'Quad-core 1.3 GHz Cortex-A53',b'IMG GE8300',b'microSDXC (dedicated slot)',b'16GB 1.5GB RAM',b'Built-in kickstand',,,b'',"b'0.3 MP, f/2.4, 1/5.0""'",,b'',"b'Yes, with dual speakers'",b'Yes',"b'Wi-Fi 802.11 b/g/n, hotspot'","b'4.2, A2DP, LE'",b'No',b'No',b'FM radio',b'microUSB 2.0',b'Accelerometer',"b'Li-Ion 2580 mAh, non-removable'",,b'Black',b'About 80 EUR',,,,,,,,,,,,"b'2 MP, f/2.4, 1/5"", 1.65\xc2\xb5m'",,,b'No',b'No',,,,,,,,,,,,,,,,,,,,,,,,,
b'alcatel',b'alcatel 3T 10',b'https://fdn2.gsmarena.com/vv/bigpic/alcatel-3t-10-2019.jpg',b'GSM / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900',b'HSDPA 850 / 900 / 1900 / 2100',"b'1, 3, 7, 8, 20, 28'","b'HSPA 42.2/11.5 Mbps, LTE Cat4 150/50 Mbps'","b'2019, February'","b'Available. Released 2019, Q1'",b'260 x 156.6 x 9 mm (10.24 x 6.17 x 0.35 in)',b'440 g (15.52 oz)',,b'Nano-SIM',b'IPS LCD',"b'10.0 inches, 290.0 cm2 (~71.2% screen-to-body ratio)'","b'800 x 1280 pixels, 16:10 ratio (~151 ppi density)'",b'Android 8.1 (Oreo)',,,,b'microSDXC (dedicated slot)',b'16GB 2GB RAM',,,,b'720p@30fps',"b'2 MP, f/2.8, 1/5.0"", 1.65\xc2\xb5m'",,b'720p@30fps',b'Yes',b'Yes',"b'Wi-Fi 802.11 a/b/g/n, Wi-Fi Direct, hotspot'","b'4.2, A2DP, LE'",b'No',b'No',b'FM radio',b'microUSB 2.0',"b'Accelerometer, proximity'","b'Li-Ion 4080 mAh, non-removable'",,"b'Prime Black, Midnight Blue'",,,"b'8088L, 8088Q, 8088X'",,,,,,,,,,"b'2 MP, f/2.8, 1/5"", 1.65\xc2\xb5m'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b'alcatel',b'alcatel 3L',b'https://fdn2.gsmarena.com/vv/bigpic/alcatel-3l.jpg',b'GSM / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',b'HSDPA 850 / 900 / 1900 / 2100',"b'1, 3, 7, 8, 20'","b'HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps'","b'2019, February'","b'Available. Released 2019, Q1'",b'151.1 x 69.7 x 8 mm (5.95 x 2.74 x 0.31 in)',b'145 g (5.11 oz)',,"b'Hybrid Dual SIM (Nano-SIM, dual stand-by)'",b'IPS LCD',"b'5.94 inches, 86.6 cm2 (~82.2% screen-to-body ratio)'","b'720 x 1560 pixels, 19.5:9 ratio (~289 ppi density)'",b'Android 8.1 (Oreo)',b'Mediatek MT6739 (28 nm) - EuropeQualcomm SDM429 Snapdragon 429 (12 nm)',b'Quad-core 1.5 GHz Cortex-A53 - EuropeQuad-core 1.8 GHz Cortex-A53',b'PowerVR GE8100 - EuropeAdreno 504',b'microSDXC (uses shared SIM slot)',b'16GB 2GB RAM',b'eMMC 5.1',,"b'LED flash, HDR, panorama'",b'1080p@30fps',"b'8 MP, f/2.0, 1/4"", 1.12\xc2\xb5m'",b'HDR',b'720p@30fps',b'Yes',b'Yes',"b'Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot'","b'4.2, A2DP, LE'","b'Yes, with A-GPS, GLONASS, GALILEO'",b'Yes (market dependent)',b'FM radio',b'microUSB 2.0',"b'Fingerprint (rear-mounted, market dependent), accelerometer, proximity'",b'Li-Ion 3500 mAh battery',,"b'Anthracite black, Metallic Blue'",,"b'13 MP, f/2.0, 1/3.1"", 1.12\xc2\xb5m 5 MP, f/2.4, (depth)'","b'5039U, 5039D, 5039D_EEA'",,,,,,,,,,,,b'Asahi Dragontrail Glass',,,,,,,,,,,,,,,,,,,,,,,,,,,
b'alcatel',b'alcatel 3 (2019)',b'https://fdn2.gsmarena.com/vv/bigpic/alcatel-3-2019.jpg',b'GSM / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',b'HSDPA 850 / 900 / 1900 / 2100',"b'1, 3, 7, 8, 20, 28'","b'HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps'","b'2019, February'","b'Available. Released 2019, Q1'",b'151.1 x 69.7 x 8 mm (5.95 x 2.74 x 0.31 in)',b'145 g (5.11 oz)',,"b'Hybrid Dual SIM (Nano-SIM, dual stand-by)'",b'IPS LCD',"b'5.94 inches, 86.6 cm2 (~82.2% screen-to-body ratio)'","b'720 x 1560 pixels, 19.5:9 ratio (~289 ppi density)'",b'Android 8.1 (Oreo)',b'Qualcomm SDM439 Snapdragon 439 (12 nm)',b'Octa-core (4x1.95 GHz Cortex-A53 & 4x1.45 GHz Cortex A53)',b'Adreno 505',b'microSDXC (uses shared SIM slot)',"b'32GB 3GB RAM, 64GB 4GB RAM'",b'eMMC 5.1',,"b'LED flash, HDR, panorama'",b'1080p@30fps',"b'8 MP, f/2.0, 1/4"", 1.12\xc2\xb5m'",b'HDR',b'720p@30fps',b'Yes',b'Yes',"b'Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot'","b'4.2, A2DP, LE'","b'Yes, with A-GPS, GLONASS, GALILEO'",b'Yes (market dependent)',b'FM radio',b'microUSB 2.0',"b'Fingerprint (rear-mounted), accelerometer, proximity, compass'","b'Li-Ion 3500 mAh, non-removable'",,"b'Blue-purple gradient, Black-blue gradien'",,"b'13 MP, f/2.0, 1/3.1"", 1.12\xc2\xb5m 5 MP, f/2.4, (depth)'","b'5053K, 5053A, 5053Y, 5053D, 5053Y_EEA'",,,,,,,,,,,,b'Asahi Dragontrail Glass',,,,,,,,,,,,,,,,,,,,,,,,,,,
b'alcatel',b'alcatel 1s',b'https://fdn2.gsmarena.com/vv/bigpic/alcatel-1s.jpg',b'GSM / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',b'HSDPA 850 / 900 / 1900 / 2100',"b'1, 3, 7, 8, 20, 28'","b'HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps'","b'2019, February'","b'Available. Released 2019, Q1'",b'147.8 x 70.7 x 8.6 mm (5.82 x 2.78 x 0.34 in)',b'146 g (5.15 oz)',,"b'Hybrid Dual SIM (Nano-SIM, dual stand-by)'",b'IPS LCD',"b'5.5 inches, 78.1 cm2 (~74.7% screen-to-body ratio)'","b'720 x 1440 pixels, 18:9 ratio (~293 ppi density)'",b'Android 9.0 (Pie)',b'Unisoc SC9863 (28nm)',b'Octa-core (4x1.6 GHz Cortex-A55 & 4x1.2 GHz Cortex-A55)',b'IMG8322',b'microSDXC (uses shared SIM slot)',"b'32GB 3GB RAM, 64GB 4GB RAM'",,,"b'LED flash, HDR, panorama'",b'1080p@30fps',"b'5 MP, f/2.2, 1/5"", 1.12\xc2\xb5m'",b'HDR',b'720p@30fps',b'Yes',b'Yes',"b'Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot'","b'4.2, A2DP, LE'","b'Yes, with A-GPS'",b'No',b'FM radio',b'microUSB 2.0',"b'Fingerprint (rear-mounted), accelerometer, proximity'","b'Li-Ion 3060 mAh, non-removable'",,"b'Blue, Black, Rose, Gold'",,"b'13 MP, f/2.0, 1/3.1"", 1.12\xc2\xb5m 2 MP, (depth)'","b'5024A, 5024D, 5024I, 5024J, 5024D_EEA, 5024F, 5024F_EEA'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b'alcatel',b'alcatel 1x (2019)',b'https://fdn2.gsmarena.com/vv/bigpic/alcatel-1x-2019.jpg',b'GSM / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM model only)',b'HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100 - 5059A',"b'1, 3, 5, 7, 8, 28, 38, 40 - 5008T'","b'HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps'","b'2019, January'","b'Available. Released 2019, Q1'",b'146.4 x 68.8 x 8.3 mm (5.76 x 2.71 x 0.33 in)',b'130 g (4.59 oz)',,"b'Single SIM (Nano-SIM) or Dual SIM (Nano-SIM, dual stand-by)'",b'IPS LCD',"b'5.5 inches, 78.1 cm2 (~77.5% screen-to-body ratio)'","b'720 x 1440 pixels, 18:9 ratio (~293 ppi density)'",b'Android 8.1 (Oreo)',b'Mediatek MT6739 (28 nm)',b'Quad-core 1.5 GHz Cortex-A53',b'PowerVR GE8100',b'microSDXC',b'16GB 2GB RAM',b'HSDPA 850 / 900 / 1900 / 2100 - 5059X/Y/D/J/T/I',,"b'LED flash, HDR'",b'1080p@30fps',b'5 MP',b'LED flash',b'720p',b'Yes',b'Yes',"b'Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot'","b'4.2, A2DP, LE'","b'Yes, with A-GPS'",b'No',b'FM radio',b'microUSB 2.0',"b'Fingerprint (rear-mounted, 5008T only), accelerometer, proximity'","b'Li-Ion 3000 mAh, removable'",,"b'Pebble Blue, Pebble Black'",b'About 120 EUR',b'13 MP 2 MP',"b'5008T, 5008Y, 5008U, 5008R, 5008D_EEA, 5008Y_EEA, 5008D'",,"b'1, 3, 7, 8, 20, 28 - 5008Y'",b'eMMC 5.1',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b'alcatel',b'alcatel 1c (2019)',b'https://fdn2.gsmarena.com/vv/bigpic/alcatel-1c-2019.jpg',b'GSM / HSPA',b'GSM 850 / 900 / 1800 / 1900',b'HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100',,b'HSPA 42.2/5.76 Mbps',"b'2019, January'","b'Available. Released 2019, Q1'",b'136.6 x 65.3 x 10 mm (5.38 x 2.57 x 0.39 in)',b'148 g (5.22 oz)',,b'Single SIM (Nano-SIM)',b'IPS LCD',"b'5.0 inches, 64.5 cm2 (~72.3% screen-to-body ratio)'","b'480 x 960 pixels, 18:9 ratio (~215 ppi density)'",b'Android 8.1 Oreo (Go edition)',b'Spreadtrum SC7731E',b'Quad-core 1.3 GHz Cortex-A53',,b'microSDHC',b'8GB 1GB RAM',b'HSDPA 850 / 900 / 1900 / 2100',,"b'LED flash, HDR'",b'720p@30fps',b'5 MP',b'LED flash',b'720p@30fps',b'Yes',b'Yes',"b'Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot'","b'4.2, A2DP, LE'","b'Yes, with A-GPS'",b'No',b'FM radio',b'microUSB 2.0',"b'Accelerometer, proximity'",b'Li-Ion 2000 mAh battery',,"b'Enamel Blue, Blush Pink, Volcano Black'",b'About 70 EUR',,"b'5009A, 5009D, 5003G, 5003D_EEA, 5003D'",,,,,,,,,,b'2 MP',,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b'alcatel',b'alcatel 1',b'https://fdn2.gsmarena.com/vv/bigpic/alcatel-1-2018.jpg',b'GSM / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900',b'HSDPA 850 / 900 / 1900 / 2100',"b'1, 3, 7, 8, 20'",b'HSPA 42.2/5.76 Mbps',"b'2018, July'","b'Available. Released 2018, July'",b'137.6 x 65.7 x 9.8 mm (5.42 x 2.59 x 0.39 in)',b'134 g (4.73 oz)',,b'Single SIM (Nano-SIM)',b'IPS LCD',"b'5.0 inches, 64.5 cm2 (~71.4% screen-to-body ratio)'","b'480 x 960 pixels, 18:9 ratio (~215 ppi density)'",b'Android 8.1 Oreo (Go edition)',b'Mediatek MT6739 (28 nm)',b'Quad-core 1.3 GHz Cortex-A53',,b'microSDHC',"b'8GB 1GB RAM, 16GB 1GB RAM'",b'eMMC 5.1',,b'LED flash',b'1080p@30fps',b'5 MP',,b'720p@30fps',b'Yes',b'Yes',"b'Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot'","b'4.2, A2DP, LE'","b'Yes, with A-GPS'",b'No',b'FM radio',b'microUSB 2.0',"b'Accelerometer, proximity'",b'Li-Ion 2000 mAh battery',,"b'Black, Blue, Gold, Pink'",b'$\xe2\x80\x8956.40 / \xe2\x82\xac\xe2\x80\x8961.77 / \xc2\xa3\xe2\x80\x8947.49',,"b'5033X, 5033J, 5033T, 5033D, 5033G, 5033M, 5033X_EEA, 5033F, 5033E'",,,,,,,,,,b'2 MP',,,,,b'$\xe2\x80\x8961.48',b'$\xe2\x80\x8956.40',,,,,,,,,,,,,,,,,,,,,,,
b'alcatel',b'alcatel Tetra',b'https://fdn2.gsmarena.com/vv/bigpic/alcatel-tetra.jpg',b'GSM / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900',b'HSDPA 850 / 1700(AWS) / 1900',"b'2, 4, 5, 12, 14'","b'HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps'","b'2018, September'","b'Available. Released 2018, September'",b'142.5 x 71.9 x 9.4 mm (5.61 x 2.83 x 0.37 in)',b'150 g (5.29 oz)',,b'Nano-SIM',b'IPS LCD',"b'5.0 inches, 68.9 cm2 (~67.2% screen-to-body ratio)'","b'480 x 854 pixels, 16:9 ratio (~196 ppi density)'",b'Android 8.1 (Oreo)',b'Mediatek MT6739WM (28 nm)',b'Quad-core 1.1 GHz Cortex-A53',b'PowerVR GE8100',b'microSDXC (dedicated slot)',b'16GB 2GB RAM',b'eMMC 5.1',,"b'LED flash, HDR'",b'720p@30fps',"b'5 MP, AF'",,b'720p@30fps',b'Yes',b'Yes',"b'Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot'","b'4.1, A2DP, LE'","b'Yes, with A-GPS'",b'No',b'FM radio',b'microUSB 2.0',"b'Accelerometer, proximity'","b'Li-Ion 2050 mAh, removable'",,b'Stealth Black',b'About 50 USD',,,,,,,,,,,,b'2 MP',,b'Asahi Dragontrail Glass',,,,,,,,,,,,,,,,,,,,,,,,,,,
b'alcatel',b'alcatel 7',b'https://fdn2.gsmarena.com/vv/bigpic/alcatel-7-.jpg',b'GSM / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900',b'HSDPA 850 / 1700(AWS) / 1900',"b'2, 4, 5, 12, 66, 71'","b'HSPA 42.2/5.76 Mbps, LTE-A (2CA) Cat6 300/50 Mbps'","b'2018, August'","b'Available. Released 2018, August'",b'162.1 x 75 x 8.6 mm (6.38 x 2.95 x 0.34 in)',b'175 g (6.17 oz)',,b'Nano-SIM',b'IPS LCD',"b'6.0 inches, 93.8 cm2 (~77.1% screen-to-body ratio)'","b'1080 x 2180 pixels, 18:9 ratio (~402 ppi density)'",b'Android 8.1 (Oreo)',b'Mediatek MT6763T Helio P23 (16 nm)',b'Octa-core 2.5 GHz Cortex-A53',b'Mali-G71 MP2',b'microSDXC (dedicated slot)',b'32GB 2GB RAM',b'eMMC 5.1',,"b'Dual-LED dual-tone flash, HDR, panorama'",b'1080p@30fps (gyro-EIS)',"b'8 MP, f/2.8, 1/4"", 1.12\xc2\xb5m'",b'LED flash',b'1080p@30fps',b'Yes',b'Yes',"b'Wi-Fi 802.11 a/b/g/n, Wi-Fi Direct, hotspot'","b'4.0, A2DP, LE'","b'Yes, with A-GPS'",b'No',b'FM radio',b'USB Type-C 2.0',"b'Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass'","b'Li-Ion 4000 mAh, non-removable'",b'Charging 10W Pump Express 2.0+',b'Black',b'About 180 USD',"b'12 MP, f/2.2, 27mm (wide), 1/2.8"", 1.25 \xce\xbcm, PDAF 2 MP, f/2.4, (depth)'",b'6062W',,,,,,,,,,,,b'Asahi Glass',,,,,b'Yes',b'Up to 700 h (3G)',b'Up to 28 h (3G)',,,,,,,,,,,,,,,,,,,,
b'alcatel',b'alcatel 5v',b'https://fdn2.gsmarena.com/vv/bigpic/alcatel-5v.jpg',b'GSM / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM only)',b'HSDPA 900 / 2100',"b'1, 3, 7, 8, 20, 28'","b'HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps'","b'2018, July'","b'Available. Released 2018, August'",b'153.7 x 74.5 x 8.5 mm (6.05 x 2.93 x 0.33 in)',b'158 g (5.57 oz)',,"b'Single SIM (Micro-SIM) or Dual SIM (Micro-SIM, dual stand-by)'",b'IPS LCD',"b'6.2 inches, 96.7 cm2 (~84.5% screen-to-body ratio)'",b'720 x 1500 pixels (~268 ppi density)',b'Android 8.1 (Oreo)',b'Mediatek MT6762 Helio P22 (12 nm)',b'Octa-core 2.0 GHz Cortex-A53',b'PowerVR GE8320',b'microSDXC',b'32GB 3GB RAM',b'eMMC 5.1',,"b'Dual-LED dual-tone flash, HDR, panorama'",b'1080p@30fps (gyro-EIS)',"b'8 MP, f/2.8, 1/4"", 1.12\xc2\xb5m'",b'LED flash',b'720p@30fps',b'Yes',b'Yes',"b'Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot'","b'4.0, A2DP, LE'","b'Yes, with A-GPS'",b'Yes',b'FM radio',b'microUSB 2.0',"b'Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass'","b'Li-Ion 4000 mAh, non-removable'",,"b'Black, Blue'",b'About 180 EUR',"b'12 MP, f/2.2, 1/2.8"", 1.25 \xce\xbcm, PDAF 2 MP, f/2.4, (depth)'","b'5060D, 5060A'",,,,,,,,,,,,b'Asahi Dragontrail Glass',,,,,,,,,,,,,,,,,,,,,,,,,,,
b'alcatel',b'alcatel 5',b'https://fdn2.gsmarena.com/vv/bigpic/alcatel-5-.jpg',b'GSM / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM model only)',b'HSDPA 850 / 900 / 1900 / 2100 - 5086D/Y',"b'1, 3, 7, 8, 20, 28 - 5086D/Y'","b'HSPA 42.2/11.5 Mbps, LTE Cat4 150/50 Mbps'","b'2018, February'","b'Available. Released 2018, February'",b'152.3 x 71.1 x 8.4 mm (6.00 x 2.80 x 0.33 in)',b'144 g (5.08 oz)',,"b'Single SIM (Nano-SIM) or Dual SIM (Nano-SIM, dual stand-by)'",b'IPS LCD',"b'5.7 inches, 83.8 cm2 (~77.4% screen-to-body ratio)'","b'720 x 1440 pixels, 18:9 ratio (~282 ppi density)'",b'Android 7.1 (Nougat)',b'Mediatek MT6750 (28 nm)',b'Octa-core (4x1.5 GHz Cortex-A53 & 4x1.0 GHz Cortex-A53)',b'Mali-T860MP2',b'microSDXC',"b'16GB 2GB RAM, 32GB 3GB RAM'",b'HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100 - 5086A',,"b'Dual-LED dual-tone flash, HDR, panorama'",b'1080p@30fps',"b'12 MP, f/2.2, 1/2.9"", 1.25\xc2\xb5m, AF'",,b'1080p@30fps',b'Yes',b'Yes',"b'Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot'","b'4.2, A2DP, LE'","b'Yes, with A-GPS, GLONASS'",b'Yes (5086Y only)',b'Wireless FM radio (no wired headphones required)',b'USB Type-C 2.0',"b'Fingerprint (rear-mounted), accelerometer, proximity, compass'","b'Li-Ion 3000 mAh, non-removable'",,"b'Metallic Gold, Metallic Black'",b'About 230 EUR',"b'13 MP, f/2.0, 1.4\xc2\xb5m 5 MP, depth sensor'","b'5086D, , 5086Y, 5086A'",,"b'1, 2, 3, 4, 5, 7, 8, 12, 13, 17, 28 - 5086A'",b'eMMC 5.1',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b'alcatel',b'alcatel 3v',b'https://fdn2.gsmarena.com/vv/bigpic/alcatel-3v.jpg',b'GSM / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM model only)',b'HSDPA 850 / 900 / 1900 / 2100 - 5099Y/D/U/I',"b'1, 3, 7, 8, 20, 28, 38 - 5099Y/D'","b'HSPA 42.2/11.5 Mbps, LTE Cat4 150/50 Mbps'","b'2018, February'","b'Available. Released 2018, February'",b'162 x 76 x 8.1 mm (6.38 x 2.99 x 0.32 in)',b'155 g (5.47 oz)',,"b'Single SIM (Nano-SIM) or Dual SIM (Nano-SIM, dual stand-by)'",b'IPS LCD',"b'6.0 inches, 92.9 cm2 (~75.5% screen-to-body ratio)'","b'1080 x 2160 pixels, 18:9 ratio (~402 ppi density)'",b'Android 8.0 (Oreo)',b'Mediatek MT8735A',b'Quad-core 1.45 GHz Cortex-A53',b'Mali-T720MP2',b'microSDXC',"b'16GB 2GB RAM, 32GB 2GB RAM'",b'HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100 - 5099A',,"b'LED flash, HDR, panorama'",b'1080p@30fps',b'5 MP',b'LED flash',b'720p',b'Yes',b'Yes',"b'Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot'","b'4.2, A2DP, LE'","b'Yes, with A-GPS'",b'Yes (5099Y only)',b'FM radio',b'microUSB 2.0',"b'Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass'","b'Li-Ion 3000 mAh, non-removable'",,"b'Spectrum Black, Spectrum Blue, Spectrum Gold'",b'About 160 EUR',"b'12 MP, f/2.2, 1/2.8"", 1.25 \xce\xbcm, PDAF 2 MP, f/2.4, (depth)'","b'5099Y, 5099A, 5099D, 5099U, 5099I'",,"b'1, 3, 5, 7, 8, 20, 28, 38, 40 - 5099U/I'","b'1, 2, 3, 4, 5, 7, 8, 12, 13, 17, 28 - 5099A'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b'alcatel',b'alcatel 3x (2018)',b'https://fdn2.gsmarena.com/vv/bigpic/alcatel-3x-.jpg',b'GSM / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM)',b'HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100 - 5058A/J',"b'1, 2, 3, 4, 5, 7, 8, 12, 13, 17, 28 - 5058A/J'","b'HSPA 42.2/11.5 Mbps, LTE Cat4 150/50 Mbps'","b'2018, February'","b'Available. Released 2018, May'",b'153.5 x 71.6 x 8.5 mm (6.04 x 2.82 x 0.33 in)',b'144 g (5.08 oz)',,"b'Single SIM (Nano-SIM) or Dual SIM (Nano-SIM, dual stand-by)'",b'IPS LCD',"b'5.7 inches, 83.8 cm2 (~76.3% screen-to-body ratio)'","b'720 x 1440 pixels, 18:9 ratio (~282 ppi density)'",b'Android 7.1 (Nougat)',b'Mediatek MT6739 (28 nm)',b'Quad-core 1.3 GHz Cortex-A53',b'PowerVR GE8100',b'microSDXC (dedicated slot)',"b'16GB 2GB RAM, 32GB 3GB RAM'",b'HSDPA 850 / 900 / 1900 / 2100 - 5058I/T/Y',,"b'Dual-LED dual-tone flash, HDR, panorama'",b'1080p@30fps',b'',b'LED flash',b'',b'Yes',b'Yes',"b'Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot'","b'4.2, A2DP, LE'","b'Yes, with A-GPS'",b'Yes (5058Y only)',b'FM radio',"b'microUSB 2.0, USB On-The-Go'","b'Fingerprint (rear-mounted), accelerometer, proximity, compass'","b'Li-Ion 3000 mAh, non-removable'",,"b'Metallic Black, Metallic Blue, Metallic Gold - EU/MEASpectrum Black, Spectrum Blue, Spectrum Gold - LATAM'",b'About 130 EUR',b'',"b'5058, 5058I, 5058T, 5058Y, 5058A, 5058J'",,"b'1, 3, 5, 7, 8, 20, 28, 38, 40 - 5058I/T'",b'eMMC 5.1',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
