Brand,Model Name,Model Image,Technology,2G bands,,3G bands,4G bands,5G bands,Speed,Announced,Status,Dimensions,Weight,SIM,Type,Size,Resolution,OS,Chipset,CPU,GPU,Card slot,Internal,_1,Quad,Features,Video,Dual,Features_1,Video_1,Loudspeaker,3.5mm jack,WLAN,Bluetooth,GPS,NFC,Radio,USB,Sensors,Type_1,Charging,Colors,Models,Price,128GB 8GB RAM,256GB 8GB RAM,Single,Triple,Build,Penta,_1_1,Infrared port,256GB 12GB RAM,Performance,Display,Camera,Loudspeaker_1,Battery life,512GB 8GB RAM,GPRS,EDGE,Phonebook,Call records,Messaging,Games,Java,128GB 4GB RAM,Single_1,4GB 32MB RAM,128GB 6GB RAM,Dual_1,64GB 3GB RAM,32GB 2GB RAM,SAR EU,4GB,Five,64GB 4GB RAM,256GB 6GB RAM,32GB 3GB RAM,Protection,Audio quality,16GB 2GB RAM,Stand-by,32GB 4GB RAM,Talk time,Music play,SAR,Keyboard,Browser,Alert types,Languages
b'infinix',b'Infinix Hot 9',b'https://fdn2.gsmarena.com/vv/bigpic/infinix-hot9.jpg',b'GSM / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',b'eMMC 5.1',b'HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100',"b'1, 2, 3, 4, 5, 7, 8, 20, 38, 40, 41'",,"b'HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps'","b'2020, March 23'","b'Available. Released 2020, April'",b'165.4 x 76.8 x 8.8 mm (6.51 x 3.02 x 0.35 in)',b'185 g (6.53 oz)',"b'Dual SIM (Nano-SIM, dual stand-by)'",b'IPS LCD',"b'6.6 inches, 105.2 cm2 (~82.8% screen-to-body ratio)'","b'720 x 1600 pixels, 20:9 ratio (~266 ppi density)'","b'Android 10, XOS 6.0'",b'MediaTek Helio A25 (12 nm)',b'Octa-core (4x1.8 GHz Cortex-A53 & 4x1.5 GHz Cortex-A53)',b'PowerVR GE8320',b'microSDXC (dedicated slot)',"b'32GB 2GB RAM, 32GB 3GB RAM, 64GB 3GB RAM, 64GB 4GB RAM, 128GB 4GB RAM'",,"b'13 MP, (wide), 1/3.1"", 1.12\xc2\xb5m, PDAF 2 MP, (macro) 2 MP, (depth) QVGA (Low light sensor) or 16 MP, (wide), PDAF (64/128 GB models only) 2 MP, (macro) 2 MP, (depth) QVGA (Low light sensor)'","b'Triple-LED flash, panorama, HDR'",b'1080p@30fps',,,b'1080p@30fps',b'Yes',b'Yes',"b'Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot'","b'5.0, A2DP, LE'","b'Yes, with A-GPS'",b'No',b'FM radio',"b'microUSB 2.0, USB On-The-Go'","b'Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass'","b'Li-Po 5000 mAh, non-removable'",,"b'Midnight Black, Quetzal Cyan, Violet, Ocean Wave'","b'X655C, X655, X655D'","b'$\xe2\x80\x89159.99 / \xe2\x82\xb9\xe2\x80\x8910,490'",,,"b'8 MP, (wide)'",,"b'Glass front, plastic back, plastic frame'",,,,,,,,,,,,,,,,,,,,,,,,,,,,b'$\xe2\x80\x89159.99',,,,,,,,,,,,,,
b'infinix',b'Infinix S5 Pro (16+32)',b'https://fdn2.gsmarena.com/vv/bigpic/infinix-s5-pro-new.jpg',b'GSM / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',b'eMMC 5.1',b'HSDPA 850 / 900 / 2100',"b'1, 3, 7, 8, 20, 28'",,"b'HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps'","b'2020, March 06'","b'Available. Released 2020, April'",b'162.5 x 76.9 x 9 mm (6.40 x 3.03 x 0.35 in)',b'195 g (6.88 oz)',"b'Dual SIM (Nano-SIM, dual stand-by)'",b'IPS LCD',"b'6.53 inches, 104.7 cm2 (~83.8% screen-to-body ratio)'","b'1080 x 2340 pixels, 19.5:9 ratio (~395 ppi density)'",b'Android 10',b'Mediatek MT6765 Helio P35 (12nm)',b'Octa-core (4x2.3 GHz Cortex-A53 & 4x1.8 GHz Cortex-A53)',b'PowerVR GE8320',b'microSDXC (dedicated slot)',"b'64GB 4GB RAM, 128GB 6GB RAM'",,,"b'Dual-LED flash, HDR, panorama'",b'1080p@30fps',,,b'1080p@30fps',b'Yes',b'Yes',"b'Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot'","b'5.0, A2DP, LE'","b'Yes, with A-GPS'",b'No',b'FM radio',"b'microUSB 2.0, USB On-The-Go'","b'Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass'","b'Li-Po 4000 mAh, non-removable'",,"b'Nebula Black, Quetzal Cyan, Violet'",b'X660',,,,"b'Motorized pop-up 32 MP, (wide)'","b'16 MP, f/1.8, (wide), PDAF 2 MP, (depth) QVGA low light camera sensor'","b'Glass front, plastic back, plastic frame'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b'0.79 W/kg (head) \xc2\xa0 \xc2\xa0 0.90 W/kg (body)',,,,
b'infinix',b'Infinix S5 Pro (48+40)',b'https://fdn2.gsmarena.com/vv/bigpic/infinix-s5-pro-new.jpg',b'GSM / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',b'eMMC 5.1',b'HSDPA 850 / 900 / 2100',"b'1, 3, 7, 8, 20, 28'",,"b'HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps'","b'2020, March 06'","b'Available. Released 2020, April'",b'162.5 x 76.9 x 9 mm (6.40 x 3.03 x 0.35 in)',b'195 g (6.88 oz)',"b'Dual SIM (Nano-SIM, dual stand-by)'",b'IPS LCD',"b'6.53 inches, 104.7 cm2 (~83.8% screen-to-body ratio)'","b'1080 x 2340 pixels, 19.5:9 ratio (~395 ppi density)'",b'Android 10',b'Mediatek MT6765 Helio P35 (12nm)',b'Octa-core (4x2.3 GHz Cortex-A53 & 4x1.8 GHz Cortex-A53)',b'PowerVR GE8320',b'microSDXC (dedicated slot)',"b'64GB 4GB RAM, 128GB 6GB RAM'",,,"b'Dual-LED flash, HDR, panorama'",b'1080p@30fps',,,b'1080p@30fps',b'Yes',b'Yes',"b'Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot'","b'5.0, A2DP, LE'","b'Yes, with A-GPS'",b'No',b'FM radio',"b'microUSB 2.0, USB On-The-Go'","b'Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass'","b'Li-Po 4000 mAh, non-removable'",,"b'Nebula Black, Quetzal Cyan, Violet'",b'X660',,,,"b'Motorized pop-up 40 MP, (wide)'","b'48 MP, f/1.8, (wide), 1/2.0"", 0.8\xc2\xb5m, PDAF 2 MP, (depth) QVGA low light camera sensor'","b'Glass front, plastic back, plastic frame'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b'0.79 W/kg (head) \xc2\xa0 \xc2\xa0 0.90 W/kg (body)',,,,
b'infinix',b'Infinix S5 Pro',b'https://fdn2.gsmarena.com/vv/bigpic/infinix-s5-pro-new.jpg',b'GSM / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',b'eMMC 5.1',b'HSDPA 850 / 900 / 2100',"b'1, 3, 5, 8, 38, 40, 41'",,"b'HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps'","b'2020, March 06'","b'Available. Released 2020, March 13'",b'162.5 x 76.9 x 9 mm (6.40 x 3.03 x 0.35 in)',b'195 g (6.88 oz)',"b'Dual SIM (Nano-SIM, dual stand-by)'",b'IPS LCD',"b'6.53 inches, 104.7 cm2 (~83.8% screen-to-body ratio)'","b'1080 x 2340 pixels, 19.5:9 ratio (~395 ppi density)'",b'Android 10',b'Mediatek MT6765 Helio P35 (12nm)',b'Octa-core (4x2.3 GHz Cortex-A53 & 4x1.8 GHz Cortex-A53)',b'PowerVR GE8320',b'microSDXC (dedicated slot)',"b'64GB 4GB RAM, 128GB 6GB RAM'",,,"b'Dual-LED flash, HDR, panorama'",b'1080p@30fps',,,b'1080p@30fps',b'Yes',b'Yes',"b'Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot'","b'5.0, A2DP, LE'","b'Yes, with A-GPS'",b'No',b'FM radio',"b'microUSB 2.0, USB On-The-Go'","b'Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass'","b'Li-Po 4000 mAh, non-removable'",,"b'Nebula Black, Quetzal Cyan, Violet'","b'X660, X660C, X660B'",b'About 120 EUR',,,"b'Motorized pop-up 16 MP, f/2.0, (wide)'","b'48 MP, f/1.8, (wide), 1/2.0"", 0.8\xc2\xb5m, PDAF 2 MP, (depth) QVGA low light camera sensor'","b'Glass front, plastic back, plastic frame'",,,,,"b'AnTuTu: 90446 (v7), 117533 (v8) GeekBench: 4226 (v4.4), 1039 (v5.1) GFXBench: 3.2fps (ES 3.1 onscreen)'",b'Contrast ratio: 1677:1 (nominal)',b'Photo / Video',b'-29.5 LUFS (Average)',b'Endurance rating 106h',,,,,,,,,,,,,,,,,,,,,,,,,,,,,b'0.79 W/kg (head) \xc2\xa0 \xc2\xa0 0.90 W/kg (body)',,,,
b'infinix',b'Infinix S5 lite',b'https://fdn2.gsmarena.com/vv/bigpic/infinix-s5-lite-new.jpg',b'GSM / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',b'HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100',b'HSDPA 850 / 900 / 2100',"b'1, 3, 5, 8, 38, 40, 41'",,"b'HSPA 42.2/11.5 Mbps, LTE Cat4 150/50 Mbps'","b'2019, November'","b'Available. Released 2019, November'",b'164 x 76 x 7.9 mm (6.46 x 2.99 x 0.31 in)',b'178 g (6.28 oz)',"b'Dual SIM (Nano-SIM, dual stand-by)'","b'IPS LCD, 480 nits (typ)'","b'6.6 inches, 105.2 cm2 (~84.4% screen-to-body ratio)'","b'720 x 1600 pixels, 20:9 ratio (~266 ppi density)'","b'Android 9.0 (Pie), XOS 5.5'",b'Mediatek MT6762 Helio P22 (12 nm)',b'Octa-core 2.0 GHz Cortex-A53',b'PowerVR GE8320',b'microSDXC (dedicated slot)',"b'32GB 3GB RAM, 64GB 4GB RAM'","b'1, 2, 3, 4, 5, 7, 8, 20, 28, 38, 40, 41'",,"b'Quad-LED flash, panorama, HDR'",b'1080p@30fps',,,b'1080p@30fps',b'Yes',b'Yes',"b'Wi-Fi 802.11 a/b/g/n, hotspot'","b'5.0, A2DP, LE'","b'Yes, with A-GPS'",b'No',b'FM radio',"b'microUSB 2.0, USB On-The-Go'","b'Fingerprint (rear-mounted), accelerometer, proximity, compass'","b'Li-Po 4000 mAh, non-removable'",,"b'Midnight black, Quetzal cyan, Violet'","b'X652B, X652C'",b'About 100 EUR',,,"b'16 MP, f/2.0'","b'16 MP, f/1.8, PDAF 2 MP AI Lens (low light sensor)'","b'Glass front, plastic back, plastic frame'",,b'eMMC 5.1',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b'infinix',b'Infinix Smart 4',b'https://fdn2.gsmarena.com/vv/bigpic/infinix-smart4-x653.jpg',b'GSM / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',b'eMMC 5.1',b'HSDPA 850 / 900 / 2100',"b'1, 3, 5, 8, 38, 40, 41'",,"b'HSPA 21.1/5.76 Mbps, LTE Cat4 150/50 Mbps'","b'2019, October'","b'Available. Released 2019, October'",b'167 x 76 x 8.3 mm (6.57 x 2.99 x 0.33 in)',b'183 g (6.46 oz)',"b'Dual SIM (Nano-SIM, dual stand-by)'",b'IPS LCD',"b'6.6 inches, 105.2 cm2 (~82.9% screen-to-body ratio)'","b'720 x 1600 pixels, 20:9 ratio (~266 ppi density)'",b'Android 9.0 Pie (Go edition)',b'Mediatek MT6761 Helio A22 (12 nm)',b'Quad-core 2.0 GHz Cortex-A53',b'PowerVR GE8320',b'microSDXC (dedicated slot)',"b'16GB 1GB RAM, 32GB 2GB RAM'",,,b'Dual-LED flash',b'1080p@30fps',,,b'1080p@30fps',b'Yes',b'Yes',"b'Wi-Fi 802.11 a/b/g/n, hotspot'","b'5.0, A2DP, LE'","b'Yes, with A-GPS'",b'No',b'FM radio',b'microUSB 2.0',"b'Fingerprint (rear-mounted), accelerometer, proximity, compass'","b'Li-Po 4000 mAh, non-removable'",,"b'Midnight Black, Quetzal Cyan, Cosmic Purple'",b'X653',,,,b'8 MP',,"b'Glass front, plastic back, plastic frame'",,,,,,,,,,,,,,,,,,,b'5 MP',,,,,,,,,,,,,,,,,,,,,,,
b'infinix',b'Infinix Smart 4c',b'https://fdn2.gsmarena.com/vv/bigpic/infinix-smart4-x653c.jpg',b'GSM / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',b'eMMC 5.1',b'HSDPA 850 / 900 / 2100',"b'1, 3, 5, 8, 38, 40, 41'",,"b'HSPA 21.1/5.76 Mbps, LTE Cat4 150/50 Mbps'","b'2019, November'","b'Available. Released 2019, December'",b'167 x 76 x 8.3 mm (6.57 x 2.99 x 0.33 in)',b'183 g (6.46 oz)',"b'Dual SIM (Nano-SIM, dual stand-by)'",b'IPS LCD',"b'6.6 inches, 105.2 cm2 (~82.9% screen-to-body ratio)'","b'720 x 1600 pixels, 20:9 ratio (~266 ppi density)'",b'Android 9.0 (Pie)',b'Mediatek MT6761 Helio A22 (12 nm)',b'Quad-core 2.0 GHz Cortex-A53',b'PowerVR GE8320',b'microSDXC (dedicated slot)',b'32GB 2GB RAM',,,b'Dual-LED flash',b'1080p@30fps',b'8 MP QVGA',,b'',b'Yes',b'Yes',"b'Wi-Fi 802.11 a/b/g/n, hotspot'","b'5.0, A2DP, LE'","b'Yes, with A-GPS'",b'No',b'FM radio',b'microUSB 2.0',"b'Fingerprint (rear-mounted), accelerometer, proximity, compass'","b'Li-Po 4000 mAh, non-removable'",,"b'Midnight Black, Quetzal Cyan, Cosmic Purple'",b'X653C',,,,b'5 MP',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b'infinix',b'Infinix Hot 8 Lite',b'https://fdn2.gsmarena.com/vv/bigpic/infinix-hot-8-lite.jpg',b'GSM / HSPA',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',b'eMMC 5.1',b'HSDPA 850 / 900 / 1900 / 2100',,,"b'HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps'","b'2019, October'","b'Available. Released 2019, October'",b'165 x 76.3 x 8.7 mm (6.50 x 3.00 x 0.34 in)',b'175 g (6.17 oz)',"b'Dual SIM (Nano-SIM, dual stand-by)'","b'IPS LCD, 450 nits (typ)'","b'6.6 inches, 105.2 cm2 (~83.5% screen-to-body ratio)'","b'720 x 1600 pixels, 20:9 ratio (~266 ppi density)'",b'Android 8.1 Oreo (Go edition)',b'Mediatek MT6580',b'Quad-core 1.3 GHz',,b'microSDXC (dedicated slot)',b'32GB 2GB RAM',b'Dirac sound',,"b'Quad-LED flash, panorama, HDR'",b'1080p@30fps',"b'8 MP, f/1.8, PDAF QVGA (Low light sensor)'",b'LED flash',b'1080p@30fps',b'Yes',b'Yes',"b'Wi-Fi 802.11 a/b/g/n, Wi-Fi Direct, hotspot'","b'5.0, A2DP, LE'","b'Yes, with A-GPS'",b'No',b'FM radio',"b'microUSB 2.0, USB On-The-Go'","b'Fingerprint (rear-mounted), accelerometer, proximity, compass'","b'Li-Po 5000 mAh, non-removable'",,"b'Quetzal Cyan, Cosmic Purple, Shark Grey, Midnight Black'",,,,,b'8 MP',,"b'Glass front, plastic back, plastic frame'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b'infinix',b'Infinix S5',b'https://fdn2.gsmarena.com/vv/bigpic/infinix-s5-x652.jpg',b'GSM / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',b'eMMC 5.1',b'HSDPA 850 / 900 / 2100',"b'1, 3, 5, 8, 38, 40, 41'",,"b'HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps'","b'2019, October 15'","b'Available. Released 2019, October'",b'164 x 76 x 7.9 mm (6.46 x 2.99 x 0.31 in)',b'178 g (6.28 oz)',"b'Dual SIM (Nano-SIM, dual stand-by)'",b'IPS LCD',"b'6.6 inches, 102.1 cm2 (~81.9% screen-to-body ratio)'","b'720 x 1600 pixels, 20:9 ratio (~270 ppi density)'",b'Android 9.0 (Pie)',b'Mediatek MT6762 Helio P22 (12 nm)',b'Octa-core 2.0 GHz Cortex-A53',b'PowerVR GE8320',b'microSDXC (dedicated slot)',"b'64GB 4GB RAM, 128GB 6GB RAM'",,,"b'Quad-LED flash, panorama, HDR'",b'1080p@30fps',,,b'1080p@30fps',b'Yes',b'Yes',"b'Wi-Fi 802.11 a/b/g/n, hotspot'","b'5.0, A2DP, LE'","b'Yes, with A-GPS'",b'No',b'FM radio',"b'microUSB 2.0, USB On-The-Go'","b'Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass'","b'Li-Po 4000 mAh, non-removable'",,"b'Quetzal Cyan, Violet'",b'X652',b'About 120 EUR',,,"b'32 MP, f/2.0, 26mm (wide), 1/2.8"", 0.8\xc2\xb5m'","b'16 MP, f/1.8, (wide), PDAF 5 MP, 14mm (ultrawide) 2 MP, (depth)'","b'Glass front, plastic back, plastic frame'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b'infinix',b'Infinix Hot 8',b'https://fdn2.gsmarena.com/vv/bigpic/infinix-hot-s8.jpg',b'GSM / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',b'eMMC 5.1',b'HSDPA 850 / 900 / 2100',"b'1, 3, 5, 8, 38, 40, 41'",,"b'HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps'","b'2019, September 04'","b'Available. Released 2019, September'",b'165 x 76.3 x 8.7 mm (6.50 x 3.00 x 0.34 in)',b'179 g (6.31 oz)',"b'Dual SIM (Nano-SIM, dual stand-by)'",b'IPS LCD',"b'6.52 inches, 102.6 cm2 (~81.5% screen-to-body ratio)'","b'720 x 1600 pixels, 20:9 ratio (~269 ppi density)'","b'Android 9.0 (Pie), XOS 5.0'",b'Mediatek MT6761 Helio A22 (12 nm) - 32/2 GBMediatek MT6762 Helio P22 (12 nm) - 64/4 GB',b'Quad-core 2.0 GHz Cortex-A53Octa-core 1.8 GHz Cortex-A53',b'PowerVR GE8320',b'microSDXC (dedicated slot)',"b'32GB 2GB RAM, 64GB 4GB RAM'",b'Dirac Surround Sound',,"b'Quad-LED flash, panorama, HDR'",b'1080p@30fps',,b'LED flash',b'1080p@30fps',b'Yes',b'Yes',"b'Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot'","b'5.0, A2DP, LE'","b'Yes, with A-GPS'",b'No',b'FM radio',"b'microUSB 2.0, USB On-The-Go'","b'Fingerprint (rear-mounted), accelerometer, proximity, compass'","b'Li-Po 5000 mAh, non-removable'",,"b'Quetzal Cyan, Cosmic Purple, Shark Grey, Midnight Black'","b'X650C, X650B, X650, X650D'",b'\xc2\xa3\xe2\x80\x89139.00',,,"b'8 MP, f/2.0, 25mm (wide)'","b'13 MP, f/1.8, 26mm (wide), 1/3.1"", 1.12\xc2\xb5m, PDAF 2 MP, (depth) QVGA (Low light sensor)'","b'Glass front, glass back'",,,,,,,,,,,,,,,,,,,,,,,,,,,,b'\xc2\xa3\xe2\x80\x89139.00',,,,,,,,,,,,,,
b'infinix',b'Infinix Note 6',b'https://fdn2.gsmarena.com/vv/bigpic/infinix-note-6-x610.jpg',b'GSM / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',b'Stylus',b'HSDPA 850 / 900 / 2100',"b'1, 3, 5, 8, 40, 41'",,"b'HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps'","b'2019, June'","b'Available. Released 2019, June'",b'154.2 x 74.5 x 7.7 mm (6.07 x 2.93 x 0.30 in)',b'173 g (6.10 oz)',"b'Dual SIM (Nano-SIM, dual stand-by)'",b'AMOLED',"b'6.01 inches, 93.2 cm2 (~81.1% screen-to-body ratio)'","b'1080 x 2160 pixels, 18:9 ratio (~402 ppi density)'",b'Android 9.0 (Pie)',b'Mediatek MT6765 Helio P35 (12nm)',b'Octa-core (4x2.3 GHz Cortex-A53 & 4x1.8 GHz Cortex-A53)',b'PowerVR GE8320',b'microSDXC (dedicated slot)',b'64GB 4GB RAM',b'eMMC 5.1',,"b'Dual-LED flash, panorama, HDR'",b'1080p@30fps',,b'LED flash',b'1080p@30fps',b'Yes',b'Yes',"b'Wi-Fi 802.11 a/b/g/n/ac, dual-band, hotspot'","b'5.0, A2DP, LE'","b'Yes, with A-GPS'",b'No',b'FM radio',"b'microUSB 2.0, USB On-The-Go'","b'Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass'","b'Li-Po 4000 mAh, non-removable'",,"b'Midnight Black, Mocha Brown, Aqua Blue'",b'X610',b'About 180 EUR',,,"b'16 MP, f/2.0, 26mm (wide), 1/3.06"", 1.0\xc2\xb5m'","b'16 MP (wide), PDAF 8 MP (ultrawide) 2 MP, (depth)'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b'infinix',b'Infinix Smart3 Plus',b'https://fdn2.gsmarena.com/vv/bigpic/infinix-smart3-plus.jpg',b'GSM / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',b'eMMC 5.1',b'HSDPA 850 / 900 / 2100',"b'1, 3, 5, 8, 38, 40, 41'",,"b'HSPA 21.1/5.76 Mbps, LTE Cat4 150/50 Mbps'","b'2019, April'","b'Available. Released 2019, April'",b'157 x 76 x 7.8 mm (6.18 x 2.99 x 0.31 in)',b'148 g (5.22 oz)',"b'Dual SIM (Nano-SIM, dual stand-by)'",b'LTPS IPS LCD',"b'6.21 inches, 96.3 cm2 (~80.7% screen-to-body ratio)'","b'720 x 1520 pixels, 19:9 ratio (~271 ppi density)'",b'Android 9.0 (Pie)',b'Mediatek MT6761 Helio A22 (12 nm)',b'Quad-core 2.0 GHz Cortex-A53',b'PowerVR GE8320',b'microSDXC (dedicated slot)',"b'32GB 2GB RAM, 32GB 3GB RAM'",,,"b'Dual-LED flash, HDR'",b'1080p@30fps',,b'HDR',b'1080p@30fps',b'Yes',b'Yes',"b'Wi-Fi 802.11 a/b/g/n, hotspot'","b'5.0, A2DP, LE'","b'Yes, with A-GPS'",b'No',b'FM radio',b'microUSB 2.0',"b'Fingerprint (rear-mounted), accelerometer, proximity, compass'","b'Li-Po 3500 mAh, non-removable'",,"b'Midnight Black, Aqua Blue, Cosmic Purple, Bordeaux Red, Mocha Brown'","b'X267, X267 X627V'",b'About 7000 INR',,,b'8 MP',"b'13 MP, f/1.8, PDAF 2 MP QVGA'","b'Glass front, plastic back, plastic frame'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b'infinix',b'Infinix S4',b'https://fdn2.gsmarena.com/vv/bigpic/infinix-hot-s4.jpg',b'GSM / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',b'eMMC 5.1',b'HSDPA 850 / 900 / 2100',"b'1, 3, 5, 8, 38, 40, 41'",,"b'HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps'","b'2019, April'","b'Available. Released 2019, April'",b'156 x 75 x 7.9 mm (6.14 x 2.95 x 0.31 in)',b'154 g (5.43 oz)',"b'Dual SIM (Nano-SIM, dual stand-by)'",b'IPS LCD',"b'6.2 inches, 95.9 cm2 (~82.0% screen-to-body ratio)'","b'720 x 1520 pixels, 19:9 ratio (~271 ppi density)'",b'Android 9.0 (Pie)',b'Mediatek MT6762 Helio P22 (12 nm)',b'Octa-core 2.0 GHz Cortex-A53',b'PowerVR GE8320',b'microSDXC (dedicated slot)',"b'32GB 3GB RAM, 64GB 6GB RAM'",,,"b'Quad-LED flash, panorama, HDR'",b'1080p@30fps',,,b'1080p@30fps',b'Yes',b'Yes',"b'Wi-Fi 802.11 a/b/g/n/ac, dual-band, hotspot'","b'5.0, A2DP, LE'","b'Yes, with A-GPS'",b'No',b'FM radio',"b'microUSB 2.0, USB On-The-Go'","b'Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass'","b'Li-Po 4000 mAh, non-removable'",,"b'Space gray, nebula blue, twilight purple'","b'X626, X626B, X610B, X626B LTE'",,,,"b'32 MP, f/2.0, 26mm (wide), 1/2.8"", 0.8\xc2\xb5m'","b'13 MP, PDAF 8 MP 2 MP'","b'Glass front, plastic back, plastic frame'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b'infinix',b'Infinix Hot 7 Pro',b'https://fdn2.gsmarena.com/vv/bigpic/infinix-hot-7-pro.jpg',b'GSM / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',b'eMMC 5.1',b'HSDPA 850 / 900 / 2100',"b'1, 3, 5, 8, 38, 40, 41'",,"b'HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps'","b'2019, March'","b'Available. Released 2019, March'",b'155 x 74.8 x 8 mm (6.10 x 2.94 x 0.31 in)',b'165 g (5.82 oz)',"b'Dual SIM (Nano-SIM, dual stand-by)'",b'IPS LCD',"b'6.2 inches, 95.9 cm2 (~82.8% screen-to-body ratio)'","b'720 x 1520 pixels, 19:9 ratio (~271 ppi density)'",b'Android 9.0 (Pie)',b'Mediatek MT6757T Helio P25 (16 nm) - 32+2 GBMediatek MT6762 Helio P22 (12 nm) - 32/64+3/6 GB',b'Octa-core (4x2.4 GHz Cortex-A53 & 4x1.6 GHz Cortex-A53)Octa-core 1.8 GHz Cortex-A53',b'Mali-T880MP2PowerVR GE8320',b'microSDXC (dedicated slot)',"b'32GB 2GB RAM, 32GB 3GB RAM, 64GB 6GB RAM'",,,"b'Dual-LED flash, panorama, HDR'",b'1080p@30fps',"b'13 MP, AF 2 MP, (depth)'",b'LED flash',b'1080p@30fps',b'Yes',b'Yes',"b'Wi-Fi 802.11 b/g/n, hotspot'","b'4.2, A2DP, LE'","b'Yes, with A-GPS'",b'No',b'FM radio',"b'microUSB 2.0, USB On-The-Go'","b'Fingerprint (rear-mounted), accelerometer, proximity, compass'","b'Li-Po 4000 mAh, non-removable'",,"b'Midnight Black, Mocha Brown, Bordeaux Red, Aqua Blue'","b'X625, X625B, X625, X625D'",b'About 130 EUR',,,,,"b'Glass front, plastic back, plastic frame'",,,,,,,,,,,,,,,,,,,,,,"b'13 MP 2 MP, depth sensor'",,,,,,,,,,,,,,,,,,,,
